time,S,R,F,T
14,310859.208609055,432817.784761117,159274.559659293,743676.993370172
14.2,306226.902361699,439285.072526518,159600.264050436,745511.974888217
14.4,301559.904868567,445705.35806975,159900.147001789,747265.262938318
14.6,296868.468466361,452077.256398627,160177.475502702,748945.724864988
14.8,292155.313839427,458400.104946469,160432.761722813,750555.418785896
15,287398.915394422,464675.566815478,160657.649376274,752074.482209899
15.2,282631.034976126,470900.193851681,160863.272891611,753531.228827807
15.4,277859.759122766,477072.808803239,161052.10708349,754932.567926005
15.6,273093.174372566,483192.23441831,161226.626766574,756285.408790875
15.8,268339.367263752,489257.293445052,161389.306755529,757596.660708804
16,263606.424334549,495266.808631626,161542.62186502,758873.232966175
16.2,258893.686322272,501219.661181118,161685.945219084,760113.34750339
16.4,254167.933303602,507114.949924604,161807.102331999,761282.883228206
16.6,249464.87771345,512951.312965085,161918.36551848,762416.190678535
16.8,244789.872187804,518727.591323495,162021.240017158,763517.463511299
17,240148.269362649,524442.626020768,162117.231066665,764590.895383417
17.2,235545.421873971,530095.258077841,162207.843905632,765640.679951811
17.4,230986.682357756,535684.328515646,162294.583772691,766671.010873402
17.6,226470.945633222,541208.64196985,162376.74763101,767679.587603072
17.8,221969.218399478,546666.845946113,162444.09599304,768636.064345592
18,217509.563922722,552057.909423849,162505.900085399,769567.473346571
18.2,213095.124967249,557380.660972915,162562.909472535,770475.785940164
18.4,208729.044297356,562633.929163167,162615.873718892,771362.973460523
18.6,204414.464677341,567816.542564463,162665.542388918,772231.007241804
18.8,200154.5288715,572927.329746661,162712.665047057,773081.858618161
19,195948.788642999,577965.779789493,162756.972940318,773914.568432493
19.2,191778.720991522,582934.706349707,162793.071768221,774713.427341229
19.4,187661.640482767,587830.331310482,162825.729860999,775491.971793249
19.6,183599.333384048,592651.732748603,162855.312114733,776251.06613265
19.8,179593.585962678,597397.988740853,162882.183425504,776991.574703531
20,175646.184485971,602068.177364016,162906.708689393,777714.361849987
20.2,171758.915221241,606661.376694876,162929.252802483,778420.291916117
20.4,167931.575586311,611177.928302241,162949.862607729,779109.503888552
20.6,164152.214006028,615625.637748045,162966.706070899,779777.851754072
20.8,160431.510611741,619997.932944826,162981.570378331,780429.443556568
21,156770.413914609,624294.424185723,162994.686453695,781064.838100332
21.2,153169.872425787,628514.721763871,163006.285220661,781684.594189658
21.4,149630.834656433,632658.435972408,163016.597602897,782289.270628841
21.6,146154.249117703,636725.177104471,163025.854524071,782879.426222173
21.8,142738.980663235,640716.463601966,163034.077821577,783455.444265201
22,139370.278682779,644646.2825253,163039.923078214,784016.561208078
22.2,136060.816938795,648503.506547025,163044.797797353,784564.32348582
22.4,132810.951637696,652288.288374548,163048.87346737,785099.240012245
22.6,129621.038985896,656000.780715275,163052.321576642,785621.819701171
22.8,126491.435189806,659641.13627661,163055.313613546,786132.571466416
23,123422.49645584,663209.50776596,163058.021066458,786632.004221799
23.2,120414.57899041,666706.047890729,163060.615423755,787120.626881139
23.4,117468.038999929,670130.909358324,163063.268173813,787598.948358253
23.6,114583.027832214,673484.382681769,163066.121391975,788067.410513983
23.8,111749.158992338,676773.847039013,163067.804159011,788523.006031351
24,108973.313517468,679995.065971668,163069.424780608,788968.379489136
24.2,106255.297873387,683148.561990259,163071.075814891,789403.859863646
24.4,103594.918525883,686234.857605308,163072.849819985,789829.776131191
24.6,100991.981940739,689254.47532734,163074.839354014,790246.45726808
24.8,98446.2945837423,692207.937666878,163077.136975103,790654.232250621
25,95957.6629206773,695095.767134445,163079.835241376,791053.430055123
