time,S,R,F,T
19.4,0.240088010145974,802789.883034106,162776.546903188,802790.123122116
19.6,0.174761991273613,802868.991126098,162804.744205355,802869.16588809
19.8,0.126910508050882,802938.895707969,162830.462345266,802939.022618477
20,0.0918309761777963,803000.448934795,162853.91867921,803000.540765771
20.2,0.0661585874363723,803054.420221499,162875.311701289,803054.486380087
20.4,0.0475797523822453,803101.502443512,162894.822176809,803101.550023264
20.6,0.0341531910176989,803142.324426927,162912.615392935,803142.358580118
20.8,0.0244334570920251,803177.455613624,162928.842218289,803177.480047081
21,0.0174101293657666,803207.411609462,162943.64029415,803207.429019592
21.2,0.0123702922674168,803232.659588857,162957.135170634,803232.671959149
21.4,0.00877249667616598,803253.623375817,162969.441387876,803253.632148314
21.6,0.0062042521516988,803270.687930419,162980.663493561,803270.694134672
21.8,0.004372552643574,803284.202917409,162990.896885117,803284.207289962
22,0.00307157626187778,803294.485986618,163000.228584677,803294.489058195
22.2,0.00215262793506168,803301.825749691,163008.737949429,803301.827902319
22.4,0.0015050144704487,803306.484625202,163016.497361545,803306.486130217
22.6,0.00104856740475137,803308.701358209,163023.572854548,803308.702406776
22.8,0.000727874241889373,803308.693181001,163030.02466163,803308.693908875
23,0.000503989884643921,803306.657770875,163035.907715769,803306.658274865
23.2,0.000348439175165388,803302.775071007,163041.272117943,803302.775419446
23.4,0.000240217845361159,803297.208927504,163046.163563259,803297.209167722
23.6,0.000164871281687113,803290.108547318,163050.623726282,803290.108712189
23.8,0.000112712856017118,803281.609823773,163054.69061322,803281.609936486
24,7.69271286834233e-05,803271.836542099,163058.398883963,803271.836619026
24.2,5.25613608126928e-05,803260.901459788,163061.780142674,803260.90151235
24.4,3.59311570791807e-05,803248.90732776,163064.863213565,803248.907363692
24.6,2.45836578946636e-05,803235.947746053,163067.674374698,803235.947770636
24.8,1.65537237096488e-05,803222.108108703,163070.237613819,803222.108125257
25,1.1000012129066e-05,803207.466194921,163072.574794317,803207.466205921
