time,S,R,F,T
7.4,477159.955889522,96305.1929368538,106038.962638023,573465.148826376
7.6,471358.349101674,98668.0444336852,106488.888391743,570026.393535359
7.8,464685.093004856,101041.009180236,106878.981043495,565726.102185092
8,457269.085485702,103432.695352725,107221.646834222,560701.780838427
8.2,449155.753532332,105845.908191869,107510.329581802,555001.661724201
8.4,440477.347867579,108289.488964611,107758.197204598,548766.836832191
8.6,431353.77593973,110771.420827735,107975.613549154,542125.196767465
8.8,421848.24316364,113295.353199284,108165.09427452,535143.596362924
9,411973.738356578,115861.043544487,108322.896878942,527834.781901065
9.2,401864.353586112,118477.635232013,108460.371153856,520341.988818125
9.4,391606.439621138,121150.571521588,108582.917209951,512757.011142726
9.6,381155.307289779,123873.274042627,108684.359733202,505028.581332407
9.8,370610.948817906,126652.437524841,108771.303853601,497263.386342748
10,360043.181630549,129491.988455691,108847.689207449,489535.17008624
10.2,349474.406193593,132390.467719791,108914.028955025,481864.873913384
10.4,338898.467278214,135343.040898811,108968.869857134,474241.508177025
10.6,328391.326599347,138354.579854202,109016.413403586,466745.906453549
10.8,317995.718072294,141426.028898423,109058.572954678,459421.746970717
11,307667.501051284,144543.716484651,109092.285296236,452211.217535935
11.2,297474.394607239,147712.790451833,109120.895053201,445187.185059072
11.4,287451.252075857,150932.869276174,109145.864150022,438384.121352031
11.6,277629.508137443,154202.996276025,109168.458674843,431832.504413468
11.8,267982.800433987,157509.005328711,109186.992432908,425491.805762698
12,258532.147313488,160847.559112825,109202.199444271,419379.706426313
12.2,249314.242518944,164218.902898936,109215.614430924,413533.14541788
12.4,240349.93704665,167619.661117615,109227.962864565,407969.598164265
12.6,231629.450639851,171037.744859135,109238.682979924,402667.195498986
12.8,223140.931086667,174460.475827172,109247.125940622,397601.406913839
13,214918.305546455,177888.198086562,109254.566726419,392806.503633017
13.2,206973.641256242,181315.037447154,109261.361683414,388288.678703396
13.4,199307.202619212,184731.470138124,109267.531951768,384038.672757336
13.6,191890.530035812,188119.09057546,109272.282896682,380009.620611272
13.8,184751.080969996,191476.78341553,109276.407953816,376227.864385526
14,177894.200552231,194796.595910567,109280.072558334,372690.796462798
14.2,171323.9147001,198070.256054347,109283.421981537,369394.170754446
14.4,165004.575323933,201279.89046211,109285.995086666,366284.465786043
14.6,158956.585678281,204421.190554131,109288.187468842,363377.776232412
14.8,153180.118028663,207484.951714281,109290.085497181,360665.069742943
15,147675.344640598,210461.969326427,109291.775540798,358137.313967026
15.2,142411.095329606,213342.85863366,109293.07956144,355753.953963265
15.4,137392.642072648,216118.444330446,109294.126949789,353511.086403094
15.6,132621.986168601,218779.53231303,109295.01950483,351401.518481631
15.8,128095.775091879,221316.897706537,109295.813860264,349412.672798416
16,123810.656316896,223721.315636096,109296.566649792,347531.971952992
16.2,119738.485387387,225992.589803127,109297.140603434,345731.075190514
16.4,115873.592372128,228122.339271614,109297.5742299,343995.931643742
16.6,112217.105499405,230099.707392672,109297.959207951,342316.812892077
16.8,108762.352168463,231916.678376446,109298.326204178,340679.030544909
17,105502.659778544,233565.236433085,109298.705885172,339067.896211629
17.2,102417.79706581,235052.856900317,109299.01539773,337470.653966127
17.4,99495.0752009755,236378.39768691,109299.235037617,335873.472887885
17.6,96732.5262660529,237528.46777976,109299.434861344,334260.994045813
17.8,94121.2599087287,238497.585228238,109299.626967393,332618.845136967
18,91652.3857766887,239280.268081713,109299.82345425,330932.653858401
18.2,89320.1080920769,239887.274437045,109299.996368794,329207.382529122
18.4,87118.4838912147,240328.589973182,109300.119662862,327447.073864396
18.6,85036.8060195549,240589.198325326,109300.228948945,325626.004344881
18.8,83066.8248362721,240666.979938918,109300.328033102,323733.804775191
19,81200.2907005409,240559.8152594,109300.420721395,321760.105959941
19.2,79432.5679306465,240277.453677862,109300.502472544,319710.021608508
19.4,77761.7688230782,239838.669481066,109300.562398131,317600.438304145
19.6,76176.1506757856,239229.871221013,109300.612372312,315406.021896799
19.8,74668.4636864592,238452.223007578,109300.65389177,313120.686694037
20,73231.4580527893,237506.888950637,109300.68845319,310738.347003426
20.2,71863.4750978002,236402.936869097,109300.716380073,308266.411966897
20.4,70573.6365965882,235164.674010658,109300.73573386,305738.310607246
20.6,69343.7234532793,233777.758106887,109300.750312919,303121.481560166
20.8,68167.8962478303,232245.347007807,109300.761317993,300413.243255638
21,67040.3155601979,230570.598563445,109300.769949828,297610.914123643
21.2,65955.141970339,228756.670623826,109300.777409168,294711.812594165
21.4,64906.5360582104,226806.721038974,109300.784896756,291713.257097185
21.6,63912.1356843668,224746.973189534,109300.787877739,288659.108873901
21.8,62963.5176884097,222578.046499412,109300.788184078,285541.564187822
22,62049.8475715223,220298.191344707,109300.788236838,282348.038916229
22.2,61167.2100422858,217912.455958254,109300.78876669,279079.66600054
22.4,60311.6898092812,215425.888572891,109300.790504305,275737.578382172
22.6,59479.3715810897,212843.537421454,109300.794180354,272322.909002543
22.8,58671.4467180244,210171.470220085,109300.799062838,268842.91693811
23,57906.7188527082,207419.270769157,109300.799375159,265325.989621865
23.2,57166.7957758475,204589.097154129,109300.79999454,261755.892929977
23.4,56449.4888965007,201686.342323398,109300.801157083,258135.831219898
23.6,55752.6096237259,198716.39922536,109300.803098888,254469.008849086
23.8,55073.9693665816,195684.660808411,109300.806056058,250758.630174993
24,54411.3795341258,192596.520020949,109300.810264694,247007.899555075
24.2,53770.3387468169,189455.366638687,109300.81392369,243225.705385504
24.4,53150.6962293662,186266.062585643,109300.816729103,239416.75881501
24.6,52548.7515421724,183034.394775436,109300.819317692,235583.146317608
24.8,51963.6128441229,179765.418242788,109300.821581904,231729.031086911
25,51394.3882941052,176464.188022425,109300.823414185,227858.57631653
