time,S,R,F,T
21.4,75466.8265345915,53573.1088638789,109300.828417491,129039.93539847
21.6,73992.4014771104,53952.2714460168,109300.83160538,127944.672923127
21.8,72579.5906271166,54290.7764058728,109300.832035172,126870.367032989
22,71223.576172333,54587.0295219567,109300.830510178,125810.60569429
22.2,69919.5403004821,54839.4365727788,109300.827833708,124758.976873261
22.4,68662.6651992866,55046.403336849,109300.824809072,123709.068536136
22.6,67448.1330564692,55206.3355926774,109300.822239582,122654.468649147
22.8,66274.5613706854,55319.2854914013,109300.820248155,121593.846862087
23,65158.8139201348,55394.0497129011,109300.815343887,120552.863633036
23.2,64082.8869651041,55422.7146804896,109300.810941668,119505.601645594
23.4,63043.5434948285,55404.4437717386,109300.807531718,118447.987266567
23.6,62037.5464985428,55338.4003642199,109300.805604258,117375.946862763
23.8,61061.6589654824,55223.7478355052,109300.805649507,116285.406800988
24,60112.6438848822,55059.6495631663,109300.808157684,115172.293448049
24.2,59200.8418993502,54852.9359639611,109300.809853364,114053.777863311
24.4,58323.0230102135,54602.7743750546,109300.811224821,112925.797385268
24.6,57474.674514594,54307.6078152679,109300.813116078,111782.282329862
24.8,56654.4470758552,53967.6655953729,109300.815493823,110622.112671228
25,55860.9913573604,53583.1770261419,109300.818324747,109444.168383502
